學年度,學期,設立別,學校類別,學校統計處代碼,學校名稱,系所代碼,系所名稱,學制班別(日間),進修交流國家(地區)別,進修交流國家(地區)區域別,本國學生出國進修交流至少1學期(修讀學分)以上人數小計,本國學生出國進修交流至少1學期(修讀學分)以上人數男,本國學生出國進修交流至少1學期(修讀學分)以上人數女,本國學生出國進修交流未滿1學期(修讀學分)人數小計,本國學生出國進修交流未滿1學期(修讀學分)人數男,本國學生出國進修交流未滿1學期(修讀學分)人數女
105,1,公立,技專校院,43,國立勤益科技大學,7191022,工業工程與管理系,學士班(日間),捷克共和國,歐洲,2,2,0,2,1,1
105,1,公立,技專校院,43,國立勤益科技大學,7312029,景觀系,學士班(日間),泰國,東協,0,0,0,1,0,1
105,1,公立,技專校院,43,國立勤益科技大學,7312029,景觀系,碩士班(日間),捷克共和國,歐洲,0,0,0,1,0,1
105,1,公立,技專校院,43,國立勤益科技大學,10151032,休閒產業管理系,學士班(日間),大韓民國(南韓),其他亞洲地區,0,0,0,1,0,1
105,1,公立,技專校院,43,國立勤益科技大學,10151032,休閒產業管理系,學士班(日間),加拿大,北美洲,0,0,0,1,0,1
105,1,公立,技專校院,43,國立勤益科技大學,10151032,休閒產業管理系,學士班(日間),美國,北美洲,0,0,0,1,0,1
105,1,公立,技專校院,47,國立高雄餐旅大學,2311002,應用英語系,學士班(日間),澳大利亞,其他亞洲地區,1,0,1,0,0,0
105,1,公立,技專校院,47,國立高雄餐旅大學,2311002,應用英語系,學士班(日間),荷蘭王國,歐洲,1,0,1,0,0,0
105,1,公立,技專校院,47,國立高雄餐旅大學,2311002,應用英語系,學士班(日間),英國,歐洲,6,0,6,0,0,0
105,1,公立,技專校院,47,國立高雄餐旅大學,2311002,應用英語系,學士班(日間),加拿大,北美洲,8,1,7,0,0,0
105,1,公立,技專校院,47,國立高雄餐旅大學,2311002,應用英語系,學士班(日間),美國,北美洲,2,1,1,0,0,0
105,1,公立,技專校院,47,國立高雄餐旅大學,2311003,應用日語系,學士班(日間),日本,其他亞洲地區,22,6,16,0,0,0
105,1,公立,技專校院,47,國立高雄餐旅大學,2311003,應用日語系,學士班(日間),加拿大,北美洲,1,0,1,0,0,0
105,1,公立,技專校院,47,國立高雄餐旅大學,10131004,旅館管理系,學士班(日間),澳大利亞,其他亞洲地區,1,0,1,0,0,0
105,1,公立,技專校院,47,國立高雄餐旅大學,10131004,旅館管理系,學士班(日間),阿拉伯聯合大公國,其他亞洲地區,2,0,2,0,0,0
105,1,公立,技專校院,47,國立高雄餐旅大學,10131004,旅館管理系,學士班(日間),荷蘭王國,歐洲,1,0,1,0,0,0
105,1,公立,技專校院,47,國立高雄餐旅大學,10131004,旅館管理系,學士班(日間),加拿大,北美洲,4,2,2,0,0,0
105,1,公立,技專校院,47,國立高雄餐旅大學,10131004,旅館管理系,學士班(日間),美國,北美洲,3,0,3,0,0,0
105,1,公立,技專校院,47,國立高雄餐旅大學,10131005,中餐廚藝系,學士班(日間),英國,歐洲,1,0,1,0,0,0
105,1,公立,技專校院,47,國立高雄餐旅大學,10131005,中餐廚藝系,學士班(日間),加拿大,北美洲,3,0,3,0,0,0
105,1,公立,技專校院,47,國立高雄餐旅大學,10131005,西餐廚藝系,學士班(日間),阿拉伯聯合大公國,其他亞洲地區,2,0,2,0,0,0
105,1,公立,技專校院,47,國立高雄餐旅大學,10131005,西餐廚藝系,學士班(日間),荷蘭王國,歐洲,1,1,0,0,0,0
105,1,公立,技專校院,47,國立高雄餐旅大學,10131005,西餐廚藝系,學士班(日間),英國,歐洲,1,0,1,0,0,0
105,1,公立,技專校院,47,國立高雄餐旅大學,10131005,西餐廚藝系,學士班(日間),加拿大,北美洲,3,2,1,0,0,0
105,1,公立,技專校院,47,國立高雄餐旅大學,10131007,烘焙管理系,學士班(日間),日本,其他亞洲地區,1,1,0,0,0,0
105,1,公立,技專校院,47,國立高雄餐旅大學,10131007,烘焙管理系,學士班(日間),加拿大,北美洲,1,0,1,0,0,0
105,1,公立,技專校院,47,國立高雄餐旅大學,10131009,國際廚藝學士學位學程,學士班(日間),加拿大,北美洲,3,2,1,0,0,0
105,1,公立,技專校院,47,國立高雄餐旅大學,10131010,餐旅暨會展行銷管理系,學士班(日間),阿拉伯聯合大公國,其他亞洲地區,1,0,1,0,0,0
105,1,公立,技專校院,47,國立高雄餐旅大學,10131010,餐旅暨會展行銷管理系,學士班(日間),加拿大,北美洲,1,0,1,0,0,0
105,1,公立,技專校院,47,國立高雄餐旅大學,10131010,餐旅暨會展行銷管理系,學士班(日間),美國,北美洲,1,0,1,0,0,0
105,1,公立,技專校院,47,國立高雄餐旅大學,10131030,餐飲管理系,學士班(日間),澳大利亞,其他亞洲地區,1,0,1,0,0,0
105,1,公立,技專校院,47,國立高雄餐旅大學,10131030,餐飲管理系,學士班(日間),阿拉伯聯合大公國,其他亞洲地區,1,1,0,0,0,0
105,1,公立,技專校院,47,國立高雄餐旅大學,10131030,餐飲管理系,學士班(日間),英國,歐洲,3,0,3,0,0,0
105,1,公立,技專校院,47,國立高雄餐旅大學,10131030,餐飲管理系,學士班(日間),加拿大,北美洲,3,3,0,0,0,0
105,1,公立,技專校院,47,國立高雄餐旅大學,10151013,休閒暨遊憩管理系,學士班(日間),阿拉伯聯合大公國,其他亞洲地區,1,1,0,0,0,0
105,1,公立,技專校院,47,國立高雄餐旅大學,10151013,休閒暨遊憩管理系,學士班(日間),荷蘭王國,歐洲,1,0,1,0,0,0
105,1,公立,技專校院,47,國立高雄餐旅大學,10151013,休閒暨遊憩管理系,學士班(日間),加拿大,北美洲,4,0,4,0,0,0
105,1,公立,技專校院,47,國立高雄餐旅大學,10151013,休閒暨遊憩管理系,學士班(日間),美國,北美洲,2,1,1,0,0,0
105,1,公立,技專校院,47,國立高雄餐旅大學,10151015,旅運管理系,學士班(日間),泰國,東協,1,0,1,0,0,0
105,1,公立,技專校院,47,國立高雄餐旅大學,10151015,旅運管理系,學士班(日間),加拿大,北美洲,3,1,2,0,0,0
105,1,公立,技專校院,47,國立高雄餐旅大學,10151015,旅運管理系,學士班(日間),美國,北美洲,1,0,1,0,0,0
105,1,公立,技專校院,47,國立高雄餐旅大學,10151016,國際觀光學士學位學程,學士班(日間),泰國,東協,4,0,4,0,0,0
105,1,公立,技專校院,47,國立高雄餐旅大學,10151016,國際觀光學士學位學程,學士班(日間),阿拉伯聯合大公國,其他亞洲地區,3,0,3,0,0,0
105,1,公立,技專校院,47,國立高雄餐旅大學,10151016,國際觀光學士學位學程,學士班(日間),荷蘭王國,歐洲,2,0,2,0,0,0
105,1,公立,技專校院,47,國立高雄餐旅大學,10151016,國際觀光學士學位學程,學士班(日間),加拿大,北美洲,3,1,2,0,0,0
105,1,公立,技專校院,47,國立高雄餐旅大學,10151016,國際觀光學士學位學程,學士班(日間),美國,北美洲,2,0,2,0,0,0
105,1,公立,技專校院,47,國立高雄餐旅大學,10499019,航空暨運輸服務管理系,學士班(日間),英國,歐洲,1,0,1,0,0,0
105,1,公立,技專校院,47,國立高雄餐旅大學,10499019,航空暨運輸服務管理系,學士班(日間),加拿大,北美洲,2,0,2,0,0,0
105,1,公立,技專校院,50,國立臺中科技大學,2311004,應用日語系日本市場暨商務策略碩士班,碩士班(日間),日本,其他亞洲地區,2,2,0,0,0,0
105,1,公立,技專校院,50,國立臺中科技大學,4122028,財政稅務系,學士班(日間),美國,北美洲,2,1,1,0,0,0
105,1,公立,技專校院,50,國立臺中科技大學,4123027,保險金融管理系,學士班(日間),美國,北美洲,4,2,2,0,0,0
105,1,公立,技專校院,50,國立臺中科技大學,4131015,企業管理系,學士班(日間),美國,北美洲,1,0,1,0,0,0
105,1,公立,技專校院,50,國立臺中科技大學,4141020,國際貿易與經營科,五專,美國,北美洲,1,0,1,0,0,0
105,1,公立,技專校院,50,國立臺中科技大學,6131033,資訊管理系,學士班(日間),大韓民國(南韓),其他亞洲地區,1,0,1,0,0,0
105,1,公立,技專校院,51,國立臺北商業大學,2112007,數位多媒體設計系,學士班(日間),大陸地區,大陸地區,1,0,1,0,0,0
105,1,公立,技專校院,51,國立臺北商業大學,2123019,商品創意經營系,學士班(日間),大陸地區,大陸地區,1,0,1,0,0,0
105,1,公立,技專校院,51,國立臺北商業大學,2311006,應用外語系,學士班(日間),日本,其他亞洲地區,1,1,0,0,0,0
105,1,公立,技專校院,51,國立臺北商業大學,2311006,應用外語系,學士班(日間),大韓民國(南韓),其他亞洲地區,1,0,1,0,0,0
105,1,公立,技專校院,51,國立臺北商業大學,2311006,應用外語系,學士班(日間),荷蘭王國,歐洲,3,1,2,0,0,0
105,1,公立,技專校院,51,國立臺北商業大學,2311006,應用外語系,學士班(日間),德意志聯邦共和國,歐洲,1,0,1,0,0,0
105,1,公立,技專校院,51,國立臺北商業大學,2311006,應用外語系,學士班(日間),美國,北美洲,1,0,1,0,0,0
105,1,公立,技專校院,51,國立臺北商業大學,2311006,應用外語科,五專,澳大利亞,其他亞洲地區,1,0,1,0,0,0
105,1,公立,技專校院,51,國立臺北商業大學,2311006,應用外語科,五專,荷蘭王國,歐洲,1,1,0,0,0,0
105,1,公立,技專校院,51,國立臺北商業大學,2311006,應用外語科,五專,德意志聯邦共和國,歐洲,1,0,1,0,0,0
105,1,公立,技專校院,51,國立臺北商業大學,4121013,財務金融系,學士班(日間),德意志聯邦共和國,歐洲,1,0,1,0,0,0
105,1,公立,技專校院,51,國立臺北商業大學,4122014,財政稅務科,五專,大陸地區,大陸地區,1,0,1,0,0,0
105,1,公立,技專校院,51,國立臺北商業大學,4131010,企業管理系,學士班(日間),越南社會主義共和國,東協,1,0,1,0,0,0
105,1,公立,技專校院,51,國立臺北商業大學,4131010,企業管理系,學士班(日間),日本,其他亞洲地區,1,0,1,0,0,0
105,1,公立,技專校院,51,國立臺北商業大學,4131010,企業管理系,學士班(日間),大韓民國(南韓),其他亞洲地區,1,0,1,0,0,0
105,1,公立,技專校院,51,國立臺北商業大學,4131010,企業管理系,學士班(日間),荷蘭王國,歐洲,2,0,2,0,0,0
105,1,公立,技專校院,51,國立臺北商業大學,4131010,企業管理系,學士班(日間),德意志聯邦共和國,歐洲,2,2,0,0,0,0
105,1,公立,技專校院,51,國立臺北商業大學,4131010,企業管理科,五專,大陸地區,大陸地區,2,0,2,0,0,0
105,1,公立,技專校院,51,國立臺北商業大學,4131010,企業管理科,五專,日本,其他亞洲地區,1,0,1,0,0,0
105,1,公立,技專校院,51,國立臺北商業大學,4131010,企業管理科,五專,荷蘭王國,歐洲,1,1,0,0,0,0
105,1,公立,技專校院,51,國立臺北商業大學,4141012,國際商務系,學士班(日間),大陸地區,大陸地區,2,0,2,0,0,0
105,1,公立,技專校院,51,國立臺北商業大學,4141012,國際商務系,學士班(日間),大韓民國(南韓),其他亞洲地區,2,0,2,0,0,0
105,1,公立,技專校院,51,國立臺北商業大學,4141012,國際商務系,學士班(日間),法國,歐洲,2,0,2,0,0,0
105,1,公立,技專校院,51,國立臺北商業大學,4141012,國際商務系,學士班(日間),荷蘭王國,歐洲,1,0,1,0,0,0
105,1,公立,技專校院,51,國立臺北商業大學,4141012,國際商務系,學士班(日間),德意志聯邦共和國,歐洲,1,0,1,0,0,0
105,1,公立,技專校院,51,國立臺北商業大學,4199015,商業設計管理系,學士班(日間),大陸地區,大陸地區,1,0,1,0,0,0
105,1,公立,技專校院,144,國立臺灣戲曲學院,2151001,戲曲音樂學系,學士班(日間),大陸地區,大陸地區,2,0,2,0,0,0
105,1,公立,技專校院,144,國立臺灣戲曲學院,2152005,京劇學系,學士班(日間),大陸地區,大陸地區,2,1,1,0,0,0
105,1,私立,技專校院,1018,朝陽科技大學,2112003,視覺傳達設計系,學士班(日間),大陸地區,大陸地區,1,0,1,0,0,0
105,1,私立,技專校院,1018,朝陽科技大學,2123004,工業設計系,學士班(日間),大陸地區,大陸地區,4,1,3,0,0,0
105,1,私立,技專校院,1018,朝陽科技大學,2123004,工業設計系,碩士班(日間),大陸地區,大陸地區,1,0,1,0,0,0
105,1,私立,技專校院,1018,朝陽科技大學,2311001,應用英語系,學士班(日間),大陸地區,大陸地區,2,0,2,0,0,0
105,1,私立,技專校院,1018,朝陽科技大學,2311001,應用英語系,學士班(日間),美國,北美洲,1,0,1,0,0,0
105,1,私立,技專校院,1018,朝陽科技大學,3211006,傳播藝術系,學士班(日間),大陸地區,大陸地區,1,0,1,0,0,0
105,1,私立,技專校院,1018,朝陽科技大學,3211006,傳播藝術系,學士班(日間),大韓民國(南韓),其他亞洲地區,3,0,3,0,0,0
105,1,私立,技專校院,1018,朝陽科技大學,4121010,財務金融系,學士班(日間),大陸地區,大陸地區,2,0,2,0,0,0
105,1,私立,技專校院,1018,朝陽科技大學,4131008,企業管理系,學士班(日間),大陸地區,大陸地區,2,0,2,0,0,0
105,1,私立,技專校院,1018,朝陽科技大學,4131008,企業管理系,學士班(日間),澳大利亞,其他亞洲地區,1,1,0,0,0,0
105,1,私立,技專校院,1018,朝陽科技大學,4131008,企業管理系,學士班(日間),大韓民國(南韓),其他亞洲地區,1,0,1,0,0,0
105,1,私立,技專校院,1018,朝陽科技大學,4131008,企業管理系,學士班(日間),丹麥王國,歐洲,1,0,1,0,0,0
105,1,私立,技專校院,1018,朝陽科技大學,6131019,資訊管理系,學士班(日間),大陸地區,大陸地區,1,1,0,0,0,0
105,1,私立,技專校院,1018,朝陽科技大學,7141023,資訊與通訊系,學士班(日間),美國,北美洲,1,1,0,0,0,0
105,1,私立,技專校院,1018,朝陽科技大學,7191026,工業工程與管理系,學士班(日間),大陸地區,大陸地區,1,1,0,0,0,0
105,1,私立,技專校院,1018,朝陽科技大學,7321025,營建工程系,學士班(日間),丹麥王國,歐洲,2,0,2,0,0,0
105,1,私立,技專校院,1018,朝陽科技大學,9231034,社會工作系,學士班(日間),大陸地區,大陸地區,1,0,1,0,0,0
105,1,私立,技專校院,1023,南臺學校財團法人南臺科技大學,2112008,視覺傳達設計系數位內容與應用設計碩士班,碩士班(日間),日本,其他亞洲地區,2,0,2,0,0,0
105,1,私立,技專校院,1023,南臺學校財團法人南臺科技大學,2112008,視覺傳達設計系數位內容與應用設計碩士班,碩士班(日間),大韓民國(南韓),其他亞洲地區,1,0,1,0,0,0
105,1,私立,技專校院,1023,南臺學校財團法人南臺科技大學,2311005,應用英語系,學士班(日間),日本,其他亞洲地區,1,0,1,0,0,0
105,1,私立,技專校院,1023,南臺學校財團法人南臺科技大學,2311005,應用英語系,學士班(日間),大韓民國(南韓),其他亞洲地區,1,1,0,0,0,0
105,1,私立,技專校院,1023,南臺學校財團法人南臺科技大學,2311005,應用英語系,碩士班(日間),荷蘭王國,歐洲,1,1,0,0,0,0
105,1,私立,技專校院,1023,南臺學校財團法人南臺科技大學,2311006,應用日語系,學士班(日間),日本,其他亞洲地區,19,2,17,0,0,0
105,1,私立,技專校院,1023,南臺學校財團法人南臺科技大學,2311006,應用日語系,碩士班(日間),日本,其他亞洲地區,2,0,2,0,0,0
105,1,私立,技專校院,1023,南臺學校財團法人南臺科技大學,4121022,財務金融系,碩士班(日間),德意志聯邦共和國,歐洲,1,0,1,0,0,0
105,1,私立,技專校院,1023,南臺學校財團法人南臺科技大學,4121022,國際金融學士學位學程,學士班(日間),捷克共和國,歐洲,1,0,1,0,0,0
105,1,私立,技專校院,1023,南臺學校財團法人南臺科技大學,4121022,國際金融學士學位學程,學士班(日間),美國,北美洲,1,0,1,0,0,0
105,1,私立,技專校院,1023,南臺學校財團法人南臺科技大學,4131017,國際企業系,學士班(日間),荷蘭王國,歐洲,1,0,1,0,0,0
105,1,私立,技專校院,1023,南臺學校財團法人南臺科技大學,4131017,國際企業系,碩士班(日間),德意志聯邦共和國,歐洲,1,1,0,0,0,0
105,1,私立,技專校院,1023,南臺學校財團法人南臺科技大學,4132024,行銷與流通管理系,碩士班(日間),日本,其他亞洲地區,1,1,0,0,0,0
105,1,私立,技專校院,1023,南臺學校財團法人南臺科技大學,4132024,行銷與流通管理系,學士班(日間),法國,歐洲,1,0,1,0,0,0
105,1,私立,技專校院,1023,南臺學校財團法人南臺科技大學,4191020,國際商務學士學位學程,學士班(日間),大韓民國(南韓),其他亞洲地區,1,0,1,0,0,0
105,1,私立,技專校院,1023,南臺學校財團法人南臺科技大學,4191020,國際商務學士學位學程,學士班(日間),丹麥王國,歐洲,1,0,1,0,0,0
105,1,私立,技專校院,1023,南臺學校財團法人南臺科技大學,4191020,國際商務學士學位學程,學士班(日間),德意志聯邦共和國,歐洲,1,0,1,0,0,0
105,1,私立,技專校院,1023,南臺學校財團法人南臺科技大學,4199030,商管專業學院碩士班,碩士班(日間),荷蘭王國,歐洲,1,0,1,0,0,0
105,1,私立,技專校院,1023,南臺學校財團法人南臺科技大學,4199060,工業管理與資訊系,學士班(日間),大陸地區,大陸地區,1,1,0,0,0,0
